gene_name,pair,source,flank_hit_class
Zbtb1_Heart_Any,chr12:75879543-75882313_chr12:76458728-76459728,enhancer_hit,single
Zbtb1_Heart_Any,chr12:75982596-75984123_chr12:76374641-76376814,enhancer_hit,
Zbtb1_Heart_Any,chr12:76306084-76309116_chr12:76374641-76376814,enhancer_hit,single
Zbtb1_Heart_Any,chr12:76306084-76309116_chr12:76458728-76459728,enhancer_hit,single
Zbtb1_Heart_Any,chr12:76317103-76321227_chr12:76374641-76376814,enhancer_hit,
Zbtb1_Heart_Any,chr12:76317103-76321227_chr12:76458728-76459728,enhancer_hit,single
Zbtb1_Heart_Any,chr12:76374641-76376814_chr12:76458728-76459728,enhancer_hit,single
Zbtb1_Heart_E11.5,chr12:75835827-75837573_chr12:76306084-76309116,enhancer_hit,
Zbtb1_Heart_E11.5,chr12:75835827-75837573_chr12:76374641-76376814,enhancer_hit,
Zbtb1_Heart_E11.5,chr12:75835827-75837573_chr12:76458728-76459728,enhancer_hit,single
Zbtb1_Heart_E11.5,chr12:75879543-75882313_chr12:76306084-76309116,enhancer_hit,single
Zbtb1_Heart_E11.5,chr12:75879543-75882313_chr12:76317103-76321227,enhancer_hit,
Zbtb1_Heart_E11.5,chr12:75879543-75882313_chr12:76374641-76376814,enhancer_hit,single
Zbtb1_Heart_E11.5,chr12:75879543-75882313_chr12:76458728-76459728,enhancer_hit,single
Zbtb1_Heart_E11.5,chr12:76306084-76309116_chr12:76374641-76376814,enhancer_hit,single
Zbtb1_Heart_E11.5,chr12:76306084-76309116_chr12:76458728-76459728,enhancer_hit,single
Zbtb1_Heart_E11.5,chr12:76317103-76321227_chr12:76374641-76376814,enhancer_hit,
Zbtb1_Heart_E11.5,chr12:76317103-76321227_chr12:76458728-76459728,enhancer_hit,single
Zbtb1_Heart_E11.5,chr12:76374641-76376814_chr12:76458728-76459728,enhancer_hit,single
Zbtb20_Forebrain_Any,chr16:43499919-43505762_chr16:43572219-43579944,enhancer_hit,single
Zbtb20_Forebrain_E11.5,chr16:43499919-43505762_chr16:43572219-43579944,enhancer_hit,single
Zbtb20_Heart_Any,chr16:43499919-43505762_chr16:43572219-43579944,enhancer_hit,single
Zbtb20_Heart_E11.5,chr16:43499919-43505762_chr16:43572219-43579944,enhancer_hit,single
Zbtb42_Heart_Any,chr12:111663051-111666858_chr12:111704145-111706976,enhancer_hit,double
Zbtb42_Heart_Any,chr12:111704145-111706976_chr12:112896811-112898899,enhancer_hit,single
Zbtb42_Heart_E11.5,chr12:111663051-111666858_chr12:111704145-111706976,enhancer_hit,double
Zc3h18_Forebrain_Any,chr8:119913340-119921241_chr8:122572319-122574407,enhancer_hit,
Zc3h18_Heart_Any,chr8:119913340-119921241_chr8:122572319-122574407,enhancer_hit,
Zcchc14_Forebrain_Any,chr8:120249389-120252458_chr8:120459071-120463371,enhancer_hit,single
Zcchc24_Heart_Any,chr14:25685040-25688775_chr14:25754277-25761141,enhancer_hit,single
Zcchc24_Heart_E11.5,chr14:25685040-25688775_chr14:25754277-25761141,enhancer_hit,single
Zfhx3_Forebrain_Any,chr8:107819177-107822781_chr8:107938710-107953012,enhancer_hit,
Zfhx3_Forebrain_Any,chr8:107938710-107953012_chr8:108754676-108756725,enhancer_hit,single
Zfhx3_Forebrain_E11.5,chr8:107819177-107822781_chr8:107938710-107953012,enhancer_hit,
Zfhx3_Forebrain_E11.5,chr8:107938710-107953012_chr8:108754676-108756725,enhancer_hit,single
Zfhx3_Limb_Any,chr8:107819177-107822781_chr8:107938710-107953012,enhancer_hit,
Zfhx3_Limb_Any,chr8:107819177-107822781_chr8:108976611-108979609,enhancer_hit,
Zfhx3_Limb_Any,chr8:107824194-107825357_chr8:108976611-108979609,enhancer_hit,
Zfhx3_Limb_Any,chr8:107864064-107868354_chr8:108039845-108040852,enhancer_hit,
Zfhx3_Limb_Any,chr8:107938710-107953012_chr8:108754676-108756725,enhancer_hit,single
Zfhx3_Limb_E11.5,chr8:107819177-107822781_chr8:107938710-107953012,enhancer_hit,
Zfhx3_Limb_E11.5,chr8:107819177-107822781_chr8:108976611-108979609,enhancer_hit,
Zfhx3_Limb_E11.5,chr8:107824194-107825357_chr8:108976611-108979609,enhancer_hit,
Zfhx3_Limb_E11.5,chr8:107938710-107953012_chr8:108754676-108756725,enhancer_hit,single
Zfp105_Forebrain_Any,chr9:121319143-121322554_chr9:121328308-121339111,enhancer_hit,single
Zfp105_Forebrain_E11.5,chr9:121319143-121322554_chr9:121328308-121339111,enhancer_hit,single
Zfp105_Heart_Any,chr9:121319143-121322554_chr9:121328308-121339111,enhancer_hit,single
Zfp105_Limb_Any,chr9:121319143-121322554_chr9:121328308-121339111,enhancer_hit,single
Zfp105_Limb_E11.5,chr9:121319143-121322554_chr9:121328308-121339111,enhancer_hit,single
Zfp202_Forebrain_Any,chr9:40615569-40618377_chr9:40636505-40639694,enhancer_hit,single
Zfp202_Forebrain_E11.5,chr9:40615569-40618377_chr9:40636505-40639694,enhancer_hit,single
Zfp341_Forebrain_Any,chr2:153495289-153499471_chr2:153607089-153613288,enhancer_hit,single
Zfp341_Forebrain_E11.5,chr2:153495289-153499471_chr2:153607089-153613288,enhancer_hit,single
Zfp341_Heart_Any,chr2:153495289-153499471_chr2:153607089-153613288,enhancer_hit,single
Zfp341_Heart_E11.5,chr2:153495289-153499471_chr2:153607089-153613288,enhancer_hit,single
Zfp36_Limb_Any,chr7:28341219-28342814_chr7:28374994-28376755,enhancer_hit,single
Zfp36_Limb_E11.5,chr7:28341219-28342814_chr7:28374994-28376755,enhancer_hit,single
Zfp36l1_Forebrain_Any,chr12:79529932-79536826_chr12:79901307-79908359,enhancer_hit,
Zfp36l1_Forebrain_E11.5,chr12:79529932-79536826_chr12:79901307-79908359,enhancer_hit,
Zfp36l1_Heart_Any,chr12:79351729-79358532_chr12:79381372-79386089,enhancer_hit,
Zfp36l1_Heart_Any,chr12:79381372-79386089_chr12:79428754-79431875,enhancer_hit,
Zfp36l1_Heart_Any,chr12:79381372-79386089_chr12:79726182-79727182,enhancer_hit,
Zfp36l1_Heart_Any,chr12:79381372-79386089_chr12:79754793-79763896,enhancer_hit,
Zfp36l1_Heart_Any,chr12:79381372-79386089_chr12:79901307-79908359,enhancer_hit,
Zfp36l1_Heart_Any,chr12:79386805-79390485_chr12:79734857-79736504,enhancer_hit,single
Zfp36l1_Heart_Any,chr12:79386805-79390485_chr12:79901307-79908359,enhancer_hit,single
Zfp36l1_Heart_Any,chr12:79386805-79390485_chr12:79973403-79976833,enhancer_hit,single
Zfp36l1_Heart_Any,chr12:79529932-79536826_chr12:79597183-79603356,enhancer_hit,
Zfp36l1_Heart_Any,chr12:79529932-79536826_chr12:79901307-79908359,enhancer_hit,
Zfp36l1_Heart_Any,chr12:79529932-79536826_chr12:79973403-79976833,enhancer_hit,
Zfp36l1_Heart_Any,chr12:79597183-79603356_chr12:79901307-79908359,enhancer_hit,
Zfp36l1_Heart_Any,chr12:79597183-79603356_chr12:79973403-79976833,enhancer_hit,single
Zfp36l1_Heart_Any,chr12:79734857-79736504_chr12:79829842-79832036,enhancer_hit,single
Zfp36l1_Heart_Any,chr12:79734857-79736504_chr12:79901307-79908359,enhancer_hit,
Zfp36l1_Heart_Any,chr12:79734857-79736504_chr12:79973403-79976833,enhancer_hit,
Zfp36l1_Heart_Any,chr12:79901307-79908359_chr12:79973403-79976833,enhancer_hit,
Zfp36l1_Heart_E11.5,chr12:79386805-79390485_chr12:79901307-79908359,enhancer_hit,single
Zfp36l1_Heart_E11.5,chr12:79386805-79390485_chr12:79973403-79976833,enhancer_hit,single
Zfp36l1_Heart_E11.5,chr12:79529932-79536826_chr12:79597183-79603356,enhancer_hit,
Zfp36l1_Heart_E11.5,chr12:79529932-79536826_chr12:79901307-79908359,enhancer_hit,
Zfp36l1_Heart_E11.5,chr12:79529932-79536826_chr12:79973403-79976833,enhancer_hit,
Zfp36l1_Heart_E11.5,chr12:79597183-79603356_chr12:79901307-79908359,enhancer_hit,
Zfp36l1_Heart_E11.5,chr12:79597183-79603356_chr12:79973403-79976833,enhancer_hit,single
Zfp36l1_Heart_E11.5,chr12:79901307-79908359_chr12:79973403-79976833,enhancer_hit,
Zfp36l1_Limb_Any,chr12:79340346-79341356_chr12:79529932-79536826,enhancer_hit,
Zfp36l1_Limb_Any,chr12:79340346-79341356_chr12:79556924-79561548,enhancer_hit,
Zfp36l1_Limb_Any,chr12:79340346-79341356_chr12:79734857-79736504,enhancer_hit,single
Zfp36l1_Limb_Any,chr12:79340346-79341356_chr12:79829842-79832036,enhancer_hit,single
Zfp36l1_Limb_Any,chr12:79340346-79341356_chr12:79901307-79908359,enhancer_hit,
Zfp36l1_Limb_Any,chr12:79340346-79341356_chr12:79973403-79976833,enhancer_hit,single
Zfp36l1_Limb_Any,chr12:79345767-79347817_chr12:79734857-79736504,enhancer_hit,
Zfp36l1_Limb_Any,chr12:79345767-79347817_chr12:79973403-79976833,enhancer_hit,single
Zfp36l1_Limb_Any,chr12:79351729-79358532_chr12:79381372-79386089,enhancer_hit,
Zfp36l1_Limb_Any,chr12:79381372-79386089_chr12:79428754-79431875,enhancer_hit,
Zfp36l1_Limb_Any,chr12:79381372-79386089_chr12:79754793-79763896,enhancer_hit,
Zfp36l1_Limb_Any,chr12:79381372-79386089_chr12:79901307-79908359,enhancer_hit,
Zfp36l1_Limb_Any,chr12:79386805-79390485_chr12:79734857-79736504,enhancer_hit,single
Zfp36l1_Limb_Any,chr12:79386805-79390485_chr12:79901307-79908359,enhancer_hit,single
Zfp36l1_Limb_Any,chr12:79386805-79390485_chr12:79973403-79976833,enhancer_hit,single
Zfp36l1_Limb_Any,chr12:79523772-79527674_chr12:79556924-79561548,enhancer_hit,
Zfp36l1_Limb_Any,chr12:79529932-79536826_chr12:79597183-79603356,enhancer_hit,
Zfp36l1_Limb_Any,chr12:79529932-79536826_chr12:79885541-79888838,enhancer_hit,
Zfp36l1_Limb_Any,chr12:79529932-79536826_chr12:79901307-79908359,enhancer_hit,
Zfp36l1_Limb_Any,chr12:79529932-79536826_chr12:79973403-79976833,enhancer_hit,
Zfp36l1_Limb_Any,chr12:79556924-79561548_chr12:79734857-79736504,enhancer_hit,single
Zfp36l1_Limb_Any,chr12:79556924-79561548_chr12:79901307-79908359,enhancer_hit,single
Zfp36l1_Limb_Any,chr12:79556924-79561548_chr12:79973403-79976833,enhancer_hit,
Zfp36l1_Limb_Any,chr12:79597183-79603356_chr12:79901307-79908359,enhancer_hit,
Zfp36l1_Limb_Any,chr12:79597183-79603356_chr12:79973403-79976833,enhancer_hit,single
Zfp36l1_Limb_Any,chr12:79734857-79736504_chr12:79829842-79832036,enhancer_hit,single
Zfp36l1_Limb_Any,chr12:79734857-79736504_chr12:79901307-79908359,enhancer_hit,
Zfp36l1_Limb_Any,chr12:79734857-79736504_chr12:79973403-79976833,enhancer_hit,
Zfp36l1_Limb_Any,chr12:79885541-79888838_chr12:79901307-79908359,enhancer_hit,single
Zfp36l1_Limb_Any,chr12:79885541-79888838_chr12:79973403-79976833,enhancer_hit,single
Zfp36l1_Limb_Any,chr12:79901307-79908359_chr12:79973403-79976833,enhancer_hit,
Zfp36l1_Limb_E11.5,chr12:79386805-79390485_chr12:79734857-79736504,enhancer_hit,single
Zfp36l1_Limb_E11.5,chr12:79386805-79390485_chr12:79901307-79908359,enhancer_hit,single
Zfp36l1_Limb_E11.5,chr12:79386805-79390485_chr12:79973403-79976833,enhancer_hit,single
Zfp36l1_Limb_E11.5,chr12:79529932-79536826_chr12:79597183-79603356,enhancer_hit,
Zfp36l1_Limb_E11.5,chr12:79529932-79536826_chr12:79885541-79888838,enhancer_hit,
Zfp36l1_Limb_E11.5,chr12:79529932-79536826_chr12:79901307-79908359,enhancer_hit,
Zfp36l1_Limb_E11.5,chr12:79529932-79536826_chr12:79973403-79976833,enhancer_hit,
Zfp36l1_Limb_E11.5,chr12:79597183-79603356_chr12:79901307-79908359,enhancer_hit,
Zfp36l1_Limb_E11.5,chr12:79597183-79603356_chr12:79973403-79976833,enhancer_hit,single
Zfp36l1_Limb_E11.5,chr12:79734857-79736504_chr12:79829842-79832036,enhancer_hit,single
Zfp36l1_Limb_E11.5,chr12:79734857-79736504_chr12:79901307-79908359,enhancer_hit,
Zfp36l1_Limb_E11.5,chr12:79734857-79736504_chr12:79973403-79976833,enhancer_hit,
Zfp36l1_Limb_E11.5,chr12:79885541-79888838_chr12:79901307-79908359,enhancer_hit,single
Zfp36l1_Limb_E11.5,chr12:79885541-79888838_chr12:79973403-79976833,enhancer_hit,single
Zfp36l1_Limb_E11.5,chr12:79901307-79908359_chr12:79973403-79976833,enhancer_hit,
Zfp36l2_Heart_Any,chr17:83968685-83970489_chr17:84418641-84423558,enhancer_hit,single
Zfp36l2_Limb_Any,chr17:83968685-83970489_chr17:84418641-84423558,enhancer_hit,single
Zfp36l2_Limb_E11.5,chr17:83968685-83970489_chr17:84418641-84423558,enhancer_hit,single
Zfp395_Heart_Any,chr14:65378320-65383314_chr14:65899160-65901938,enhancer_hit,single
Zfp395_Heart_E11.5,chr14:65378320-65383314_chr14:65899160-65901938,enhancer_hit,single
Zfp423_Forebrain_Any,chr8:87684617-87693165_chr8:87740746-87748298,enhancer_hit,single
Zfp423_Forebrain_Any,chr8:87715272-87721083_chr8:87891263-87893235,enhancer_hit,single
Zfp423_Forebrain_E11.5,chr8:87684617-87693165_chr8:87740746-87748298,enhancer_hit,single
Zfp423_Forebrain_E11.5,chr8:87715272-87721083_chr8:87891263-87893235,enhancer_hit,single
Zfp423_Limb_Any,chr8:87684617-87693165_chr8:87740746-87748298,enhancer_hit,single
Zfp423_Limb_Any,chr8:87715272-87721083_chr8:87891263-87893235,enhancer_hit,single
Zfp423_Limb_E11.5,chr8:87684617-87693165_chr8:87740746-87748298,enhancer_hit,single
Zfp423_Limb_E11.5,chr8:87715272-87721083_chr8:87891263-87893235,enhancer_hit,single
Zfp503_Limb_Any,chr14:22089197-22092032_chr14:23520076-23525562,enhancer_hit,
Zfp503_Limb_Any,chr14:23490482-23495753_chr14:23520076-23525562,enhancer_hit,
Zfp503_Limb_E11.5,chr14:22089197-22092032_chr14:23520076-23525562,enhancer_hit,
Zfp521_Forebrain_Any,chr18:13031185-13033260_chr18:13703109-13708169,enhancer_hit,
Zfp521_Limb_Any,chr18:13031185-13033260_chr18:13703109-13708169,enhancer_hit,
Zfp532_Limb_Any,chr18:65518746-65524328_chr18:65548845-65550654,enhancer_hit,double
Zfp532_Limb_E11.5,chr18:65518746-65524328_chr18:65548845-65550654,enhancer_hit,double
Zfp536_Forebrain_Any,chr7:37623124-37628937_chr7:37723305-37725138,enhancer_hit,single
Zfp536_Forebrain_E11.5,chr7:37623124-37628937_chr7:37723305-37725138,enhancer_hit,single
Zfp608_Forebrain_Any,chr18:54173625-54176498_chr18:54905236-54913882,enhancer_hit,
Zfp608_Forebrain_Any,chr18:54898810-54903746_chr18:54951709-54958931,enhancer_hit,single
Zfp608_Forebrain_E11.5,chr18:54173625-54176498_chr18:54905236-54913882,enhancer_hit,
Zfp608_Forebrain_E11.5,chr18:54898810-54903746_chr18:54951709-54958931,enhancer_hit,single
Zfp608_Heart_Any,chr18:54173625-54176498_chr18:54905236-54913882,enhancer_hit,single
Zfp608_Heart_Any,chr18:54898810-54903746_chr18:54951709-54958931,enhancer_hit,single
Zfp608_Heart_E11.5,chr18:54898810-54903746_chr18:54951709-54958931,enhancer_hit,single
Zfp608_Limb_Any,chr18:54898810-54903746_chr18:54951709-54958931,enhancer_hit,single
Zfp608_Limb_E11.5,chr18:54898810-54903746_chr18:54951709-54958931,enhancer_hit,single
Zfp703_Limb_Any,chr8:26384014-26386012_chr8:26847482-26849700,enhancer_hit,single
Zfp703_Limb_Any,chr8:26803901-26806165_chr8:27007785-27010795,enhancer_hit,single
Zfp703_Limb_E11.5,chr8:26384014-26386012_chr8:26847482-26849700,enhancer_hit,single
Zfp703_Limb_E11.5,chr8:26803901-26806165_chr8:27007785-27010795,enhancer_hit,single
Zfp704_Forebrain_Any,chr3:9203077-9205357_chr3:9495549-9501674,enhancer_hit,
Zfp809_Heart_Any,chr9:21841980-21844034_chr9:22095601-22096601,enhancer_hit,single
Zfp839_Heart_Any,chr12:110464534-110465610_chr12:110508506-110514003,enhancer_hit,single
Zfp839_Heart_Any,chr12:110508506-110514003_chr12:110608160-110609671,enhancer_hit,single
Zfp839_Heart_Any,chr12:110508506-110514003_chr12:110687026-110689351,enhancer_hit,
Zfp839_Heart_Any,chr12:110531973-110534858_chr12:110608160-110609671,enhancer_hit,double
Zfp839_Heart_Any,chr12:110531973-110534858_chr12:110687026-110689351,enhancer_hit,single
Zfp839_Heart_Any,chr12:110608160-110609671_chr12:110687026-110689351,enhancer_hit,single
Zfp839_Heart_E11.5,chr12:110464534-110465610_chr12:110508506-110514003,enhancer_hit,single
Zfp839_Heart_E11.5,chr12:110508506-110514003_chr12:110608160-110609671,enhancer_hit,single
Zfp839_Heart_E11.5,chr12:110508506-110514003_chr12:110687026-110689351,enhancer_hit,
Zfp839_Heart_E11.5,chr12:110531973-110534858_chr12:110608160-110609671,enhancer_hit,double
Zfp839_Heart_E11.5,chr12:110531973-110534858_chr12:110687026-110689351,enhancer_hit,single
Zfp839_Heart_E11.5,chr12:110608160-110609671_chr12:110687026-110689351,enhancer_hit,single
Zfp846_Forebrain_Any,chr9:20681854-20682854_chr9:20712469-20714575,enhancer_hit,single
Zfp846_Forebrain_E11.5,chr9:20681854-20682854_chr9:20712469-20714575,enhancer_hit,single
Zfpm1_Forebrain_Any,chr8:120490946-120496055_chr8:120496591-120503162,enhancer_hit,single
Zfpm1_Forebrain_Any,chr8:120490946-120496055_chr8:122284640-122333750,enhancer_hit,
Zfpm1_Forebrain_Any,chr8:120496591-120503162_chr8:122284640-122333750,enhancer_hit,
Zfpm1_Forebrain_Any,chr8:120496591-120503162_chr8:123977342-123980622,enhancer_hit,single
Zfpm1_Forebrain_Any,chr8:122284640-122333750_chr8:123977342-123980622,enhancer_hit,single
Zfpm1_Forebrain_E11.5,chr8:120490946-120496055_chr8:120496591-120503162,enhancer_hit,single
Zfpm1_Forebrain_E11.5,chr8:120490946-120496055_chr8:122284640-122333750,enhancer_hit,
Zfpm1_Forebrain_E11.5,chr8:120496591-120503162_chr8:122284640-122333750,enhancer_hit,
Zfpm1_Forebrain_E11.5,chr8:120496591-120503162_chr8:123977342-123980622,enhancer_hit,single
Zfpm1_Forebrain_E11.5,chr8:122284640-122333750_chr8:123977342-123980622,enhancer_hit,single
Zfpm1_Heart_Any,chr8:119669093-119671753_chr8:120490946-120496055,enhancer_hit,single
Zfpm1_Heart_Any,chr8:119669093-119671753_chr8:120496591-120503162,enhancer_hit,single
Zfpm1_Heart_Any,chr8:119669093-119671753_chr8:120541195-120545572,enhancer_hit,
Zfpm1_Heart_Any,chr8:119669093-119671753_chr8:122284640-122333750,enhancer_hit,single
Zfpm1_Heart_Any,chr8:119669093-119671753_chr8:123977342-123980622,enhancer_hit,single
Zfpm1_Heart_Any,chr8:119669093-119671753_chr8:123999499-124000513,enhancer_hit,single
Zfpm1_Heart_Any,chr8:119669093-119671753_chr8:124211693-124213493,enhancer_hit,single
Zfpm1_Heart_Any,chr8:120490946-120496055_chr8:120496591-120503162,enhancer_hit,single
Zfpm1_Heart_Any,chr8:120490946-120496055_chr8:120541195-120545572,enhancer_hit,single
Zfpm1_Heart_Any,chr8:120490946-120496055_chr8:122284640-122333750,enhancer_hit,
Zfpm1_Heart_Any,chr8:120496591-120503162_chr8:120541195-120545572,enhancer_hit,single
Zfpm1_Heart_Any,chr8:120496591-120503162_chr8:122284640-122333750,enhancer_hit,
Zfpm1_Heart_Any,chr8:120496591-120503162_chr8:123977342-123980622,enhancer_hit,single
Zfpm1_Heart_Any,chr8:120496591-120503162_chr8:123999499-124000513,enhancer_hit,single
Zfpm1_Heart_Any,chr8:120496591-120503162_chr8:124211693-124213493,enhancer_hit,single
Zfpm1_Heart_Any,chr8:120541195-120545572_chr8:122284640-122333750,enhancer_hit,single
Zfpm1_Heart_Any,chr8:120541195-120545572_chr8:123977342-123980622,enhancer_hit,single
Zfpm1_Heart_Any,chr8:120541195-120545572_chr8:123999499-124000513,enhancer_hit,single
Zfpm1_Heart_Any,chr8:120541195-120545572_chr8:124211693-124213493,enhancer_hit,
Zfpm1_Heart_Any,chr8:122284640-122333750_chr8:123977342-123980622,enhancer_hit,single
Zfpm1_Heart_Any,chr8:122284640-122333750_chr8:123999499-124000513,enhancer_hit,single
Zfpm1_Heart_Any,chr8:122284640-122333750_chr8:124211693-124213493,enhancer_hit,
Zfpm1_Heart_Any,chr8:123977342-123980622_chr8:123999499-124000513,enhancer_hit,single
Zfpm1_Heart_Any,chr8:123977342-123980622_chr8:124211693-124213493,enhancer_hit,single
Zfpm1_Heart_E11.5,chr8:119669093-119671753_chr8:120490946-120496055,enhancer_hit,single
Zfpm1_Heart_E11.5,chr8:119669093-119671753_chr8:120496591-120503162,enhancer_hit,single
Zfpm1_Heart_E11.5,chr8:119669093-119671753_chr8:120541195-120545572,enhancer_hit,
Zfpm1_Heart_E11.5,chr8:119669093-119671753_chr8:122284640-122333750,enhancer_hit,single
Zfpm1_Heart_E11.5,chr8:119669093-119671753_chr8:123977342-123980622,enhancer_hit,single
Zfpm1_Heart_E11.5,chr8:119669093-119671753_chr8:124211693-124213493,enhancer_hit,single
Zfpm1_Heart_E11.5,chr8:120490946-120496055_chr8:120496591-120503162,enhancer_hit,single
Zfpm1_Heart_E11.5,chr8:120490946-120496055_chr8:120541195-120545572,enhancer_hit,single
Zfpm1_Heart_E11.5,chr8:120490946-120496055_chr8:122284640-122333750,enhancer_hit,
Zfpm1_Heart_E11.5,chr8:120496591-120503162_chr8:120541195-120545572,enhancer_hit,single
Zfpm1_Heart_E11.5,chr8:120496591-120503162_chr8:122284640-122333750,enhancer_hit,
Zfpm1_Heart_E11.5,chr8:120496591-120503162_chr8:123977342-123980622,enhancer_hit,single
Zfpm1_Heart_E11.5,chr8:120496591-120503162_chr8:124211693-124213493,enhancer_hit,single
Zfpm1_Heart_E11.5,chr8:120541195-120545572_chr8:122284640-122333750,enhancer_hit,single
Zfpm1_Heart_E11.5,chr8:120541195-120545572_chr8:123977342-123980622,enhancer_hit,single
Zfpm1_Heart_E11.5,chr8:120541195-120545572_chr8:124211693-124213493,enhancer_hit,
Zfpm1_Heart_E11.5,chr8:122284640-122333750_chr8:123977342-123980622,enhancer_hit,single
Zfpm1_Heart_E11.5,chr8:122284640-122333750_chr8:124211693-124213493,enhancer_hit,
Zfpm1_Heart_E11.5,chr8:123977342-123980622_chr8:124211693-124213493,enhancer_hit,single
Zfyve21_Heart_Any,chr12:111005328-111010629_chr12:111816669-111819562,enhancer_hit,single
Zfyve21_Heart_Any,chr12:111005328-111010629_chr12:112819032-112820491,enhancer_hit,single
Zfyve21_Heart_Any,chr12:111093360-111094917_chr12:112819032-112820491,enhancer_hit,
Zic1_Forebrain_Any,chr9:91349809-91363268_chr9:91381141-91388906,enhancer_hit,single
Zic1_Forebrain_E11.5,chr9:91349809-91363268_chr9:91381141-91388906,enhancer_hit,single
Zmiz1_Forebrain_Any,chr14:24997040-24999567_chr14:25014345-25017702,enhancer_hit,
Zmiz1_Forebrain_E11.5,chr14:24997040-24999567_chr14:25014345-25017702,enhancer_hit,
Zmiz1_Heart_Any,chr14:24997040-24999567_chr14:25014345-25017702,enhancer_hit,
Zmiz1_Heart_Any,chr14:25014345-25017702_chr14:25066863-25069445,enhancer_hit,
Zmiz1_Limb_Any,chr14:24997040-24999567_chr14:25014345-25017702,enhancer_hit,
Zmiz1_Limb_Any,chr14:25014345-25017702_chr14:25066863-25069445,enhancer_hit,
Zmiz1_Limb_E11.5,chr14:24997040-24999567_chr14:25014345-25017702,enhancer_hit,
Zmiz1_Limb_E11.5,chr14:25014345-25017702_chr14:25066863-25069445,enhancer_hit,
1110038F14Rik_Heart_Any,chr15:77295287-77297122_chr15:77347563-77348563,flank,double
1500004A13Rik_Forebrain_Any,chr3:88093929-88095089_chr3:88755419-88759380,flank,double
1700001O22Rik_Heart_Any,chr2:30453231-30454231_chr2:30756294-30761662,flank,double
1700017B05Rik_Heart_Any,chr9:57277430-57280049_chr9:58231482-58233559,flank,double
1700017B05Rik_Heart_E11.5,chr9:57277430-57280049_chr9:58231482-58233559,flank,double
1700042O10Rik_Limb_Any,chr11:11861755-11865622_chr11:11907183-11908539,flank,double
2010111I01Rik_Heart_Any,chr13:62977924-62981080_chr13:63292961-63294647,flank,double
2010111I01Rik_Limb_Any,chr13:62977924-62981080_chr13:63292961-63294647,flank,double
2500004C02Rik_Heart_Any,chr2:153304819-153306014_chr2:153749731-153750731,flank,double
2500004C02Rik_Heart_Any,chr2:153304819-153306014_chr2:154396034-154397346,flank,double
2500004C02Rik_Heart_Any,chr2:153749731-153750731_chr2:154396034-154397346,flank,double
2500004C02Rik_Heart_Any,chr2:153749731-153750731_chr2:154438994-154440929,flank,double
2510009E07Rik_Forebrain_Any,chr16:21607196-21609855_chr16:22097621-22098621,flank,double
2610035F20Rik_Limb_Any,chr14:122401324-122407670_chr14:122413152-122414152,flank,double
2610035F20Rik_Limb_E11.5,chr14:122401324-122407670_chr14:122413152-122414152,flank,double
2610307P16Rik_Forebrain_Any,chr13:28633114-28634292_chr13:28786364-28788320,flank,double
2610307P16Rik_Forebrain_E11.5,chr13:28633114-28634292_chr13:28786364-28788320,flank,double
2610307P16Rik_Limb_Any,chr13:28633114-28634292_chr13:28786364-28788320,flank,double
2610307P16Rik_Limb_E11.5,chr13:28633114-28634292_chr13:28786364-28788320,flank,double
2610524H06Rik_Forebrain_Any,chr5:114545033-114546043_chr5:115475245-115476656,flank,double
4930577N17Rik_Heart_Any,chr3:51194768-51198150_chr3:51302464-51303578,flank,double
6330403A02Rik_Forebrain_Any,chr1:180519711-180521010_chr1:180541146-180542953,flank,double
8430429K09Rik_Forebrain_Any,chr11:4471960-4473555_chr11:4760833-4763407,flank,double
9130011E15Rik_Heart_Any,chr19:45853957-45856375_chr19:45863220-45864220,flank,double
9130011E15Rik_Heart_Any,chr19:45863220-45864220_chr19:45901556-45904454,flank,double
9530068E07Rik_Heart_Any,chr11:52011184-52012317_chr11:52408234-52410385,flank,double
Abcb10_Heart_Any,chr8:122604635-122605669_chr8:123446615-123447725,flank,double
Acaca_Forebrain_Any,chr11:84042215-84044471_chr11:84495611-84497448,flank,double
Acaca_Forebrain_E11.5,chr11:84042215-84044471_chr11:84495611-84497448,flank,double
Acad12_Heart_Any,chr5:121685006-121687501_chr5:121823462-121825171,flank,double
Acad12_Heart_Any,chr5:121823462-121825171_chr5:122090978-122098450,flank,double
Acad12_Heart_E11.5,chr5:121685006-121687501_chr5:121823462-121825171,flank,double
Acad12_Heart_E11.5,chr5:121823462-121825171_chr5:122090978-122098450,flank,double
Acads_Heart_Any,chr5:115165774-115168344_chr5:115312137-115314252,flank,double
Acads_Heart_E11.5,chr5:115165774-115168344_chr5:115312137-115314252,flank,double
Ackr2_Forebrain_Any,chr9:121296889-121301968_chr9:121309455-121318573,flank,double
Ackr2_Forebrain_E11.5,chr9:121296889-121301968_chr9:121309455-121318573,flank,double
Ackr2_Heart_Any,chr9:121296889-121301968_chr9:121309455-121318573,flank,double
Ackr2_Heart_E11.5,chr9:121296889-121301968_chr9:121309455-121318573,flank,double
Ackr2_Limb_Any,chr9:121296889-121301968_chr9:121309455-121318573,flank,double
Acot11_Heart_Any,chr4:107273724-107274868_chr4:107374189-107375189,flank,double
Actn1_Heart_Any,chr12:80270125-80271636_chr12:80360246-80361413,flank,double
Actn4_Limb_Any,chr7:28848899-28850894_chr7:28866728-28867945,flank,double
