shadowset	pair_dir	enhancer_a	enhancer_b	feat_space	size_a	size_b	hits_a	hits_b	intersection	union	jaccard	cosine	overlap_coeff	weighted_jaccard	bray_curtis_sim	hellinger_sim	pos_jsd_sim	group	fimo_a	fimo_b	all_tfbs_jaccard_count	mesoderm_jaccard_count
FBgn0040071_sm	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0040071_sm/chr3R_16234208-16234580__chr3R_16281158-16281613	chr3R:16234208-16234580	chr3R:16281158-16281613	name	47	53	62	130	27	73	0.369863	0.497035	0.574468	0.0	0.364583	0.328801	1.0	neither	yes	yes	0.22784810126582278	0.2
FBgn0052528_meso	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0052528_meso/chrX_19712135-19712461__chrX_19713152-19713438	chrX:19712135-19712461	chrX:19713152-19713438	name	55	28	103	69	10	73	0.136986	0.100039	0.357143	0.0	0.139535	0.118259	1.0	neither	yes	yes	0.06097560975609756	0.14285714285714285
FBgn0038498_vm_sm	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0038498_vm_sm/chr3R_17249151-17249776__chr3R_17346097-17346604	chr3R:17249151-17249776	chr3R:17346097-17346604	name	96	110	220	223	76	130	0.584615	0.698626	0.791667	0.0	0.586907	0.491499	1.0	neither	yes	yes	0.4171974522292994	0.35714285714285715
FBgn0027066_vm_sm	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0027066_vm_sm/chr2R_6363538-6363738__chr2R_6365997-6366271	chr2R:6363538-6363738	chr2R:6365997-6366271	name	42	83	53	260	21	104	0.201923	0.523097	0.5	0.0	0.172524	0.217961	1.0	neither	yes	yes	0.08996539792387544	0.14285714285714285
FBgn0027066_vm_sm	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0027066_vm_sm/chr2R_6359418-6359689__chr2R_6363538-6363738	chr2R:6359418-6359689	chr2R:6363538-6363738	name	69	42	142	53	22	89	0.247191	0.479704	0.52381	0.0	0.297436	0.262693	1.0	neither	yes	yes	0.1588235294117647	0.05555555555555555
FBgn0027066_vm_sm	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0027066_vm_sm/chr2R_6359418-6359689__chr2R_6365997-6366271	chr2R:6359418-6359689	chr2R:6365997-6366271	name	69	83	142	260	48	104	0.461538	0.644241	0.695652	0.0	0.492537	0.43936	1.0	neither	yes	yes	0.32894736842105265	0.22727272727272727
FBgn0033782_vm_sm	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0033782_vm_sm/chr2R_12556332-12556741__chr2R_12587132-12587415	chr2R:12556332-12556741	chr2R:12587132-12587415	name	68	72	126	114	31	109	0.284404	0.261746	0.455882	0.0	0.3	0.253884	1.0	neither	yes	yes	0.1523809523809524	0.16666666666666666
FBgn0033782_vm_sm	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0033782_vm_sm/chr2R_12529393-12529661__chr2R_12587132-12587415	chr2R:12529393-12529661	chr2R:12587132-12587415	name	43	72	73	114	22	93	0.236559	0.246252	0.511628	0.0	0.278075	0.229525	1.0	enhancer_hit	yes	yes	0.1524390243902439	0.42857142857142855
FBgn0033782_vm_sm	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0033782_vm_sm/chr2R_12529393-12529661__chr2R_12556332-12556741	chr2R:12529393-12529661	chr2R:12556332-12556741	name	43	68	73	126	25	86	0.290698	0.49993	0.581395	0.0	0.361809	0.27171	1.0	neither	yes	yes	0.1893491124260355	0.3333333333333333
FBgn0031008_sm	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0031008_sm/chrX_19236806-19237421__chrX_19238211-19238765	chrX:19236806-19237421	chrX:19238211-19238765	name	66	108	125	187	44	130	0.338462	0.491042	0.666667	0.0	0.416667	0.312463	1.0	neither	yes	yes	0.250996015936255	0.5
FBgn0026761_sm	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0026761_sm/chr2R_6148201-6148543__chr2R_6237153-6237506	chr2R:6148201-6148543	chr2R:6237153-6237506	name	36	73	54	98	17	92	0.184783	0.310883	0.472222	0.0	0.25	0.198467	1.0	neither	yes	yes	0.1323529411764706	0.21428571428571427
FBgn0026761_sm	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0026761_sm/chr2R_6148968-6149343__chr2R_6223828-6224166	chr2R:6148968-6149343	chr2R:6223828-6224166	name	54	54	96	78	26	82	0.317073	0.37572	0.481481	0.0	0.356322	0.272017	1.0	neither	yes	yes	0.18120805369127516	0.09090909090909091
FBgn0026761_sm	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0026761_sm/chr2R_6148968-6149343__chr2R_6237153-6237506	chr2R:6148968-6149343	chr2R:6237153-6237506	name	54	73	96	98	25	102	0.245098	0.471392	0.462963	0.0	0.350515	0.265143	1.0	neither	yes	yes	0.20987654320987653	0.3333333333333333
FBgn0026761_sm	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0026761_sm/chr2R_6223828-6224166__chr2R_6237153-6237506	chr2R:6223828-6224166	chr2R:6237153-6237506	name	54	73	78	98	22	105	0.209524	0.405801	0.407407	0.0	0.306818	0.218197	1.0	neither	yes	yes	0.16339869281045752	0.16666666666666666
FBgn0026761_sm	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0026761_sm/chr2R_6148201-6148543__chr2R_6223828-6224166	chr2R:6148201-6148543	chr2R:6223828-6224166	name	36	54	54	78	17	73	0.232877	0.31494	0.472222	0.0	0.30303	0.224499	1.0	neither	yes	yes	0.15517241379310345	0.18181818181818182
FBgn0026761_sm	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0026761_sm/chr2R_6148201-6148543__chr2R_6148968-6149343	chr2R:6148201-6148543	chr2R:6148968-6149343	name	36	54	54	96	22	68	0.323529	0.528912	0.611111	0.0	0.4	0.322151	1.0	neither	yes	yes	0.2459016393442623	0.36363636363636365
FBgn0035335_Spearman	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0035335_Spearman/chr3L_2363266-2363496__chr3L_2402613-2402864	chr3L:2363266-2363496	chr3L:2402613-2402864	name	58	22	74	30	8	72	0.111111	0.18762	0.363636	0.0	0.153846	0.115346	1.0	neither	yes	yes	0.08163265306122448	0.16666666666666666
FBgn0035153_Spearman	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0035153_Spearman/chr3L_663582-663782__chr3L_668956-669192	chr3L:663582-663782	chr3L:668956-669192	name	80	90	94	216	64	106	0.603774	0.708306	0.8	0.0	0.445161	0.516426	1.0	neither	yes	yes	0.2839506172839506	0.2222222222222222
FBgn0026403_sm	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0026403_sm/chr2R_9936639-9936952__chr2R_9938636-9938836	chr2R:9936639-9936952	chr2R:9938636-9938836	name	60	34	90	56	20	74	0.27027	0.667336	0.588235	0.0	0.452055	0.322868	1.0	neither	yes	yes	0.28695652173913044	0.5714285714285714
FBgn0037637_sm	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0037637_sm/chr3R_8812222-8812640__chr3R_8857786-8857986	chr3R:8812222-8812640	chr3R:8857786-8857986	name	68	27	127	45	19	76	0.25	0.325671	0.703704	0.0	0.27907	0.272059	1.0	flank_hit	yes	yes	0.16778523489932887	0.35
FBgn0037637_sm	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0037637_sm/chr3R_8812222-8812640__chr3R_8864161-8864361	chr3R:8812222-8812640	chr3R:8864161-8864361	name	68	38	127	49	24	82	0.292683	0.176674	0.631579	0.0	0.306818	0.217393	1.0	neither	yes	yes	0.17880794701986755	0.2222222222222222
FBgn0037637_sm	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0037637_sm/chr3R_8812222-8812640__chr3R_8849790-8850241	chr3R:8812222-8812640	chr3R:8849790-8850241	name	68	92	127	168	43	117	0.367521	0.811187	0.632353	0.0	0.542373	0.409616	1.0	neither	yes	yes	0.3438914027149321	0.44
FBgn0037637_sm	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0037637_sm/chr3R_8849790-8850241__chr3R_8864161-8864361	chr3R:8849790-8850241	chr3R:8864161-8864361	name	92	38	168	49	20	110	0.181818	0.271665	0.526316	0.0	0.230415	0.185506	1.0	neither	yes	yes	0.12886597938144329	0.2
FBgn0037637_sm	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0037637_sm/chr3R_8857786-8857986__chr3R_8864161-8864361	chr3R:8857786-8857986	chr3R:8864161-8864361	name	27	38	45	49	10	55	0.181818	0.1659	0.37037	0.0	0.212766	0.136873	1.0	neither	yes	yes	0.10344827586206896	0.07142857142857142
FBgn0037637_sm	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0037637_sm/chr3R_8849790-8850241__chr3R_8857786-8857986	chr3R:8849790-8850241	chr3R:8857786-8857986	name	92	27	168	45	15	104	0.144231	0.288725	0.555556	0.0	0.178404	0.185683	1.0	neither	yes	yes	0.09693877551020408	0.2608695652173913
FBgn0011656_sm	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0011656_sm/chr2R_9559487-9559979__chr2R_9567242-9567442	chr2R:9559487-9559979	chr2R:9567242-9567442	name	85	25	147	36	16	94	0.170213	0.399911	0.64	0.0	0.240437	0.216656	1.0	neither	yes	yes	0.10778443113772455	0.15789473684210525
FBgn0011656_sm	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0011656_sm/chr2R_9559487-9559979__chr2R_9562047-9562495	chr2R:9559487-9559979	chr2R:9562047-9562495	name	85	106	147	179	64	127	0.503937	0.453081	0.752941	0.0	0.447853	0.381224	1.0	neither	yes	yes	0.29133858267716534	0.375
FBgn0011656_sm	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0011656_sm/chr2R_9555902-9556546__chr2R_9562047-9562495	chr2R:9555902-9556546	chr2R:9562047-9562495	name	125	106	572	179	97	134	0.723881	0.7191	0.915094	0.0	0.40213	0.580233	1.0	neither	yes	yes	0.2529118136439268	0.30434782608695654
FBgn0011656_sm	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0011656_sm/chr2R_9555902-9556546__chr2R_9567242-9567442	chr2R:9555902-9556546	chr2R:9567242-9567442	name	125	25	572	36	23	127	0.181102	0.198176	0.92	0.0	0.092105	0.164778	1.0	neither	yes	yes	0.04991394148020654	0.11363636363636363
FBgn0011656_sm	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0011656_sm/chr2R_9555902-9556546__chr2R_9557786-9557986	chr2R:9555902-9556546	chr2R:9557786-9557986	name	125	48	572	71	44	129	0.341085	0.320196	0.916667	0.0	0.180404	0.264155	1.0	neither	yes	yes	0.09880749574105621	0.15217391304347827
FBgn0011656_sm	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0011656_sm/chr2R_9562047-9562495__chr2R_9567242-9567442	chr2R:9562047-9562495	chr2R:9567242-9567442	name	106	25	179	36	16	115	0.13913	0.290983	0.64	0.0	0.176744	0.172363	1.0	neither	yes	yes	0.09595959595959595	0.2777777777777778
FBgn0011656_sm	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0011656_sm/chr2R_9557786-9557986__chr2R_9559487-9559979	chr2R:9557786-9557986	chr2R:9559487-9559979	name	48	85	71	147	37	96	0.385417	0.523828	0.770833	0.0	0.40367	0.369109	1.0	neither	yes	yes	0.2571428571428571	0.3
FBgn0011656_sm	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0011656_sm/chr2R_9555902-9556546__chr2R_9559487-9559979	chr2R:9555902-9556546	chr2R:9559487-9559979	name	125	85	572	147	79	131	0.603053	0.555652	0.929412	0.0	0.33936	0.454466	1.0	neither	yes	yes	0.20166666666666666	0.2553191489361702
FBgn0011656_sm	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0011656_sm/chr2R_9557786-9557986__chr2R_9567242-9567442	chr2R:9557786-9557986	chr2R:9567242-9567442	name	48	25	71	36	7	66	0.106061	0.115055	0.28	0.0	0.130841	0.089561	1.0	neither	yes	yes	0.06862745098039216	0.0
FBgn0011656_sm	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0011656_sm/chr2R_9557786-9557986__chr2R_9562047-9562495	chr2R:9557786-9557986	chr2R:9562047-9562495	name	48	106	71	179	32	122	0.262295	0.301424	0.666667	0.0	0.296	0.217322	1.0	neither	yes	yes	0.17757009345794392	0.2857142857142857
FBgn0000463_Spearman	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0000463_Spearman/chr3R_19326610-19326911__chr3R_19343988-19344362	chr3R:19326610-19326911	chr3R:19343988-19344362	name	73	96	108	150	51	118	0.432203	0.489243	0.69863	0.0	0.465116	0.32947	1.0	neither	yes	yes	0.28078817733990147	0.0
FBgn0000463_Spearman	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0000463_Spearman/chr3R_19329924-19330208__chr3R_19350401-19350687	chr3R:19329924-19330208	chr3R:19350401-19350687	name	32	35	52	55	16	51	0.313725	0.587479	0.5	0.0	0.429907	0.334773	1.0	neither	yes	yes	0.23863636363636365	0.4117647058823529
FBgn0000463_Spearman	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0000463_Spearman/chr3R_19287679-19287954__chr3R_19343351-19343609	chr3R:19287679-19287954	chr3R:19343351-19343609	name	81	29	102	39	12	98	0.122449	0.314896	0.413793	0.0	0.198582	0.159387	1.0	neither	yes	yes	0.1	0.08333333333333333
FBgn0000463_Spearman	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0000463_Spearman/chr3R_19317230-19317464__chr3R_19346468-19346888	chr3R:19317230-19317464	chr3R:19346468-19346888	name	28	76	34	147	19	85	0.223529	0.476319	0.678571	0.0	0.265193	0.283648	1.0	neither	yes	yes	0.15822784810126583	0.125
FBgn0000463_Spearman	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0000463_Spearman/chr3R_19332565-19332811__chr3R_19340770-19340970	chr3R:19332565-19332811	chr3R:19340770-19340970	name	27	24	42	31	11	40	0.275	0.544224	0.458333	0.0	0.410959	0.300208	1.0	neither	yes	yes	0.25	0.2857142857142857
FBgn0000463_Spearman	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0000463_Spearman/chr3R_19317230-19317464__chr3R_19343988-19344362	chr3R:19317230-19317464	chr3R:19343988-19344362	name	28	96	34	150	20	104	0.192308	0.552145	0.714286	0.0	0.271739	0.268954	1.0	neither	yes	yes	0.1625	0.375
FBgn0000463_Spearman	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0000463_Spearman/chr3R_19339027-19339227__chr3R_19350401-19350687	chr3R:19339027-19339227	chr3R:19350401-19350687	name	28	35	40	55	15	48	0.3125	0.457929	0.535714	0.0	0.4	0.287751	1.0	neither	yes	yes	0.2597402597402597	0.15384615384615385
FBgn0000463_Spearman	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0000463_Spearman/chr3R_19326610-19326911__chr3R_19346468-19346888	chr3R:19326610-19326911	chr3R:19346468-19346888	name	73	76	108	147	50	99	0.505051	0.519044	0.684932	0.0	0.478431	0.364464	1.0	neither	yes	yes	0.29797979797979796	0.13333333333333333
FBgn0000463_Spearman	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0000463_Spearman/chr3R_19287679-19287954__chr3R_19339027-19339227	chr3R:19287679-19287954	chr3R:19339027-19339227	name	81	28	102	40	12	97	0.123711	0.217464	0.428571	0.0	0.183099	0.136165	1.0	neither	yes	yes	0.09923664122137404	0.15384615384615385
FBgn0000463_Spearman	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0000463_Spearman/chr3R_19339027-19339227__chr3R_19343988-19344362	chr3R:19339027-19339227	chr3R:19343988-19344362	name	28	96	40	150	17	107	0.158879	0.352282	0.607143	0.0	0.210526	0.212916	1.0	neither	yes	yes	0.12280701754385964	0.0
FBgn0000463_Spearman	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0000463_Spearman/chr3R_19317230-19317464__chr3R_19350401-19350687	chr3R:19317230-19317464	chr3R:19350401-19350687	name	28	35	34	55	14	49	0.285714	0.358632	0.5	0.0	0.359551	0.248215	1.0	neither	yes	yes	0.18181818181818182	0.4
FBgn0000463_Spearman	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0000463_Spearman/chr3R_19332565-19332811__chr3R_19343351-19343609	chr3R:19332565-19332811	chr3R:19343351-19343609	name	27	29	42	39	11	45	0.244444	0.260466	0.407407	0.0	0.271605	0.194472	1.0	neither	yes	yes	0.1527777777777778	0.0
FBgn0000463_Spearman	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0000463_Spearman/chr3R_19329924-19330208__chr3R_19346468-19346888	chr3R:19329924-19330208	chr3R:19346468-19346888	name	32	76	52	147	21	87	0.241379	0.499541	0.65625	0.0	0.301508	0.298497	1.0	neither	yes	yes	0.18235294117647058	0.47368421052631576
FBgn0000463_Spearman	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0000463_Spearman/chr3R_19326610-19326911__chr3R_19350401-19350687	chr3R:19326610-19326911	chr3R:19350401-19350687	name	73	35	108	55	13	95	0.136842	0.310192	0.371429	0.0	0.196319	0.155225	1.0	neither	yes	yes	0.1	0.08333333333333333
FBgn0000463_Spearman	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0000463_Spearman/chr3R_19332565-19332811__chr3R_19339027-19339227	chr3R:19332565-19332811	chr3R:19339027-19339227	name	27	28	42	40	10	45	0.222222	0.293047	0.37037	0.0	0.268293	0.196546	1.0	neither	yes	yes	0.13513513513513514	0.2
FBgn0000463_Spearman	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0000463_Spearman/chr3R_19329924-19330208__chr3R_19343988-19344362	chr3R:19329924-19330208	chr3R:19343988-19344362	name	32	96	52	150	16	112	0.142857	0.348423	0.5	0.0	0.227723	0.188918	1.0	neither	yes	yes	0.12087912087912088	0.23529411764705882
FBgn0000463_Spearman	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0000463_Spearman/chr3R_19339027-19339227__chr3R_19346468-19346888	chr3R:19339027-19339227	chr3R:19346468-19346888	name	28	76	40	147	19	85	0.223529	0.389748	0.678571	0.0	0.256684	0.258148	1.0	neither	yes	yes	0.1524390243902439	0.05555555555555555
FBgn0000463_Spearman	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0000463_Spearman/chr3R_19287679-19287954__chr3R_19340770-19340970	chr3R:19287679-19287954	chr3R:19340770-19340970	name	81	24	102	31	13	92	0.141304	0.409146	0.541667	0.0	0.240602	0.196916	1.0	neither	yes	yes	0.11570247933884298	0.09090909090909091
FBgn0000463_Spearman	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0000463_Spearman/chr3R_19343351-19343609__chr3R_19346468-19346888	chr3R:19343351-19343609	chr3R:19346468-19346888	name	29	76	39	147	22	83	0.26506	0.440872	0.758621	0.0	0.268817	0.319359	1.0	neither	yes	yes	0.14634146341463414	0.0
FBgn0000463_Spearman	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0000463_Spearman/chr3R_19287679-19287954__chr3R_19329924-19330208	chr3R:19287679-19287954	chr3R:19329924-19330208	name	81	32	102	52	9	104	0.086538	0.261959	0.28125	0.0	0.181818	0.118213	1.0	neither	yes	yes	0.09090909090909091	0.2
FBgn0000463_Spearman	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0000463_Spearman/chr3R_19329924-19330208__chr3R_19332565-19332811	chr3R:19329924-19330208	chr3R:19332565-19332811	name	32	27	52	42	11	48	0.229167	0.423608	0.407407	0.0	0.361702	0.242876	1.0	neither	yes	yes	0.2	0.23529411764705882
FBgn0000463_Spearman	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0000463_Spearman/chr3R_19287679-19287954__chr3R_19317230-19317464	chr3R:19287679-19287954	chr3R:19317230-19317464	name	81	28	102	34	10	99	0.10101	0.273336	0.357143	0.0	0.176471	0.131212	1.0	neither	yes	yes	0.09523809523809523	0.2727272727272727
FBgn0000463_Spearman	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0000463_Spearman/chr3R_19343351-19343609__chr3R_19343988-19344362	chr3R:19343351-19343609	chr3R:19343988-19344362	name	29	96	39	150	16	109	0.146789	0.347448	0.551724	0.0	0.21164	0.202518	1.0	neither	yes	yes	0.12352941176470589	0.1111111111111111
FBgn0000463_Spearman	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0000463_Spearman/chr3R_19340770-19340970__chr3R_19343351-19343609	chr3R:19340770-19340970	chr3R:19343351-19343609	name	24	29	31	39	12	41	0.292683	0.356405	0.5	0.0	0.342857	0.250099	1.0	neither	yes	yes	0.2	0.0
FBgn0000463_Spearman	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0000463_Spearman/chr3R_19317230-19317464__chr3R_19326610-19326911	chr3R:19317230-19317464	chr3R:19326610-19326911	name	28	73	34	108	10	91	0.10989	0.1497	0.357143	0.0	0.140845	0.102893	1.0	neither	yes	yes	0.08270676691729323	0.16666666666666666
FBgn0000463_Spearman	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0000463_Spearman/chr3R_19326610-19326911__chr3R_19332565-19332811	chr3R:19326610-19326911	chr3R:19332565-19332811	name	73	27	108	42	14	86	0.162791	0.46707	0.518519	0.0	0.253333	0.204382	1.0	neither	yes	yes	0.13432835820895522	0.0
FBgn0000463_Spearman	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0000463_Spearman/chr3R_19343351-19343609__chr3R_19350401-19350687	chr3R:19343351-19343609	chr3R:19350401-19350687	name	29	35	39	55	14	50	0.28	0.432963	0.482759	0.0	0.319149	0.273097	1.0	enhancer_hit	yes	yes	0.18518518518518517	0.08333333333333333
FBgn0000463_Spearman	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0000463_Spearman/chr3R_19317230-19317464__chr3R_19332565-19332811	chr3R:19317230-19317464	chr3R:19332565-19332811	name	28	27	34	42	6	49	0.122449	0.340005	0.222222	0.0	0.236842	0.159047	1.0	neither	yes	yes	0.09859154929577464	0.2222222222222222
FBgn0000463_Spearman	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0000463_Spearman/chr3R_19340770-19340970__chr3R_19350401-19350687	chr3R:19340770-19340970	chr3R:19350401-19350687	name	24	35	31	55	11	48	0.229167	0.447083	0.458333	0.0	0.325581	0.235721	1.0	neither	yes	yes	0.1891891891891892	0.2
FBgn0000463_Spearman	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0000463_Spearman/chr3R_19287679-19287954__chr3R_19332565-19332811	chr3R:19287679-19287954	chr3R:19332565-19332811	name	81	27	102	42	10	98	0.102041	0.404068	0.37037	0.0	0.208333	0.16478	1.0	neither	yes	yes	0.12307692307692308	0.5454545454545454
FBgn0000463_Spearman	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0000463_Spearman/chr3R_19340770-19340970__chr3R_19343988-19344362	chr3R:19340770-19340970	chr3R:19343988-19344362	name	24	96	31	150	17	103	0.165049	0.54306	0.708333	0.0	0.243094	0.26805	1.0	enhancer_hit	yes	yes	0.12269938650306748	0.125
FBgn0000463_Spearman	/Users/jillianness/Desktop/SEbirthanalysis1024/new_LASTZ_analysis/enhancer_extraction/enhancer_pairs/FBgn0000463_Spearman/chr3R_19326610-19326911__chr3R_19329924-19330208	chr3R:19326610-19326911	chr3R:19329924-19330208	name	73	32	108	52	13	92	0.141304	0.246851	0.40625	0.0	0.1875	0.144631	1.0	neither	yes	yes	0.10204081632653061	0.0625
